payment_id,invoice_id,payment_date,amount_paid,discount_applied
PAY-3979,INV-4044,2026-06-05,383451.04,0.00
PAY-2672,INV-2691,2026-05-07,175694.53,0.00
PAY-2141,INV-2162,2025-12-20,113844.31,0.00
PAY-1571,INV-1582,2025-09-10,1415532.56,0.00
PAY-6429,INV-6544,2026-06-28,825721.27,0.00
PAY-6547,INV-6668,2026-02-15,1218846.95,0.00
PAY-2999,INV-3032,2025-11-02,831267.36,0.00
PAY-4943,INV-5031,2026-02-30,334546.20,7273.70
PAY-5547,INV-5652,2026-10-29,1011174.57,0.00
PAY-1639,INV-1654,23-05-2026,561398.42,0.00
PAY-5373,INV-5480,2026-08-07,1454315.19,41959.05
PAY-2440,INV-2460,,516591.49,0.00
PAY-2359,INV-2388,2026-09-28,1908567.63,0.00
PAY-2850,INV-2877,2025-08-06,1127715.33,16380.02
PAY-6769,INV-6882,2026-01-07,1305328.34,0.00
PAY-4586,INV-4673,2025-09-09,1995517.10,3840.29
PAY-2212,INV-2233,2026-10-28,662000.75,0.00
PAY-5115,INV-5217,2027-01-26,,0.00
PAY-5313,INV-5418,2025-08-04,1492748.34,0.00
PAY-6043,INV-6155,2025-07-18,353358.02,3813.85
PAY-3680,INV-3739,11-04-2026,822474.73,0.00
PAY-2500,INV-2516,2025-11-16,780453.16,0.00
PAY-1315,INV-1323,28-02-2026,201032.77,-435.23
PAY-5849,INV-5962,2025-08-10,425849.05,0.00
PAY-1469,INV-1480,2026-07-04,1044952.44,0.00
PAY-4637,INV-4728,2026-08-22,216418.90,6648.49
PAY-3136,INV-3184,2026-04-13,654956.74,0.00
PAY-5038,INV-5134,2025-12-17,502912.76,0.00
PAY-2992,INV-3024,2025-07-29,1239887.78,0.00
PAY-2187,INV-2207,,24050.72,0.00
PAY-4660,INV-4747,2026-08-06,241951.11,0.00
PAY-2091,INV-2108,2026-09-02,1264857.07,17272.58
PAY-6489,INV-6613,2026-03-18,111852.70,5577.11
PAY-5014,INV-5109,2026-02-13,1794713.41,0.00
PAY-7336,INV-7458,2026-09-03,,0.00
PAY-2968,INV-3003,2025-10-17,141110.59,0.00
PAY-1727,INV-1738,2025-07-26,238348.58,0.00
PAY-3363,INV-3426,2026-10-23,1287321.33,0.00
PAY-5860,INV-5974,2026-01-04,654412.16,0.00
PAY-1134,INV-1140,2026-02-15,1661254.17,66875.48
PAY-7133,INV-7254,2026-07-21,1088573.16,-20749.54
PAY-5187,INV-5291,2026-05-08,332701.03,17060.91
PAY-3450,INV-3515,2026-01-08,1928402.19,0.00
PAY-3401,INV-3468,2026-05-12,661930.05,
PAY-6006,INV-6116,2025-10-28,623799.23,81636.57
PAY-4053,INV-4118,,1843723.89,77038.70
PAY-1350,INV-1360,2025-07-01,1868393.31,22727.23
PAY-6579,INV-6698,2025-12-03,901099.38,0.00
PAY-6195,INV-6308,2027-01-13,1857645.14,0.00
PAY-2728,INV-2744,27-12-2025,839039.94,0.00
PAY-6144,INV-6254,02-08-2026,193687.58,6264.71
PAY-4793,INV-4880,2026-11-13,1909005.01,0.00
PAY-4276,INV-4353,2026-12-05,561442.54,3113.59
PAY-2481,INV-2496,2026-02-15,1787112.59,0.00
PAY-4675,INV-4759,2026-11-22,1709943.66,0.00
PAY-3413,INV-3478,2026-01-07,1512144.54,0.00
PAY-2880,INV-2909,2026-11-12,640476.68,15853.53
PAY-3742,INV-3804,,1367216.35,50647.39
PAY-2600,INV-2618,13-04-2026,369063.85,0.00
PAY-4073,INV-4138,2026-06-10,1810012.67,14634.50
PAY-2229,INV-2249,2025-08-25,1312927.56,0.00
PAY-4272,INV-4351,2026-05-21,367117.40,18337.95
PAY-1635,INV-1649,2026-02-05,1647356.69,72307.96
PAY-6011,INV-6124,,1633672.29,0.00
PAY-6737,INV-6849,2026-09-16,5087.20,42.97
PAY-6707,INV-6821,2025-12-11,105764.08,163.06
PAY-5247,INV-5352,02-07-2026,677917.94,0.00
PAY-1685,INV-1699,2025-09-01,404463.01,0.00
PAY-7332,INV-7454,2026-04-12,680850.58,13146.11
PAY-3228,INV-3289,2026-03-30,1698305.03,56801.16
PAY-5430,INV-5534,01-08-2025,706912.27,0.00
PAY-1710,INV-1725,24-03-2026,599850.29,58167.22
PAY-5695,INV-5805,2026-06-18,944001.10,41690.98
PAY-3836,INV-3899,2026-07-29,1185707.81,0.00
PAY-6265,INV-6378,2025-02-30,664620.02,0.00
PAY-1892,INV-1910,2026-01-11,90931.59,0.00
PAY-3849,INV-3913,2026-07-08,545695.34,0.00
PAY-3225,INV-3286,2026-05-27,1846362.15,0.00
PAY-2889,INV-2917,2026-08-30,1177382.01,0.00
PAY-6555,INV-6673,2026-04-25,868948.76,
PAY-4871,INV-4963,2025-10-22,847345.40,8080.89
PAY-1255,INV-1264,2026-08-28,223736.28,0.00
PAY-4465,INV-4548,2026-12-12,1905944.96,0.00
PAY-4399,INV-4476,2026-07-14,95615.72,0.00
PAY-1128,INV-1135,2026-04-05,1026730.93,20550.20
PAY-1944,INV-1965,2025-12-10,1384633.58,69134.76
PAY-5597,INV-5701,2025-12-25,199923.05,1525.07
PAY-5907,INV-6021,25-10-2025,296503.17,2036.52
PAY-5963,INV-6076,2025-10-23,998548.01,0.00
PAY-4944,INV-5032,2026-02-08,977819.78,46351.39
PAY-7459,INV-9433,2025-12-07,221347.52,0.00
PAY-5997,INV-6108,2025-06-09,358409.58,0.00
PAY-7434,INV-9154,2026-04-27,104468.96,0.00
PAY-4062,INV-4127,2025-09-01,21502.77,824.93
PAY-3993,INV-4061,2026-03-10,47389.74,0.00
PAY-2076,INV-2095,2025-10-25,1116188.24,0.00
PAY-2978,INV-3011,2026-07-03,80980.00,6120.14
PAY-1455,INV-1467,2026-11-14,169170.55,0.00
PAY-5616,INV-5719,2026-06-28,1134533.81,26413.65
PAY-5191,INV-5295,2026-05-07,356476.30,27186.99
PAY-4682,INV-4764,2027-02-30,243845.70,0.00
PAY-4220,INV-4297,2025-07-27,1041945.13,0.00
PAY-5892,INV-6009,2026-07-19,707971.50,37639.11
PAY-4601,INV-4688,2026-04-29,421773.50,2844.45
PAY-3326,INV-3386,2026-02-27,534972.17,3238.76
PAY-1836,INV-1850,2026-07-11,1476368.93,15079.80
PAY-5735,INV-5848,03-03-2026,1186352.92,0.00
PAY-3766,INV-3831,2026-05-04,1631527.19,0.00
PAY-1155,INV-1165,2025-10-02,1800370.45,0.00
PAY-4169,INV-4244,2026-11-05,513767.55,52395.80
PAY-1375,INV-1387,2025-06-14,1480619.60,37353.26
PAY-2214,INV-2235,2026-08-17,253145.44,33328.58
PAY-6294,INV-6408,2025-12-29,506070.42,7736.90
PAY-7289,INV-7413,2025-07-15,1939071.11,55660.05
PAY-1609,INV-1623,2026-04-03,,0.00
PAY-2610,INV-2628,2025-12-02,1383830.20,18405.61
PAY-1679,INV-1693,2025-09-01,1496176.93,0.00
PAY-2558,INV-2576,2025-09-23,1709152.04,0.00
PAY-6553,INV-6672,2026-04-11,1497403.01,0.00
PAY-5742,INV-5855,2026-08-06,764853.13,46529.58
PAY-1214,INV-1220,2025-09-06,426186.25,0.00
PAY-1850,INV-1864,2026-06-10,451906.06,0.00
PAY-3030,INV-3065,2026-05-02,446618.44,0.00
PAY-4849,INV-4939,2026-09-09,244553.99,0.00
PAY-7281,INV-7405,2025-08-30,134813.83,2552.43
PAY-6444,INV-6564,2025-12-13,19737.61,0.00
PAY-1626,INV-1641,2026-04-17,714110.93,0.00
PAY-5903,INV-6018,2025-07-26,922992.78,0.00
PAY-3883,INV-3948,18-04-2026,1774290.32,0.00
PAY-2671,INV-2691,2026-06-14,329918.24,12787.46
PAY-1309,INV-1318,2026-06-11,1628442.23,0.00
PAY-2979,INV-3011,2026-08-03,48767.28,2894.67
PAY-4456,INV-4536,2026-12-08,143646.67,0.00
PAY-4804,INV-4893,2026-11-18,1539090.20,0.00
PAY-2911,INV-2940,2026-01-19,548355.75,0.00
PAY-3860,INV-3923,2025-06-03,419657.09,0.00
PAY-7221,INV-7349,2026-02-30,1845127.64,0.00
PAY-2305,INV-2331,2026-01-05,901107.25,41585.17
PAY-4273,INV-4351,2026-05-14,464693.91,0.00
PAY-7257,INV-7384,2025-08-04,1031609.84,0.00
PAY-3489,INV-3554,2025-09-06,168238.71,4830.32
PAY-1752,INV-1764,2025-08-18,1100687.36,0.00
PAY-5998,INV-6109,2026-07-09,7207.77,99.22
PAY-1905,INV-1926,2025-08-20,175251.43,0.00
PAY-6887,INV-7008,2026-10-11,1461857.38,29265.62
PAY-1355,INV-1364,2026-10-28,264812.41,0.00
PAY-4002,INV-4068,2026-12-17,1461158.79,30289.13
PAY-2818,INV-2846,2026-02-21,196948.19,0.00
PAY-7212,INV-7340,2025-09-13,411262.32,0.00
PAY-4418,INV-4496,2025-09-11,-492251.20,15328.75
PAY-1237,INV-1244,2026-03-14,1514651.50,0.00
PAY-4216,INV-4294,2026-05-29,300905.10,0.00
PAY-1890,INV-1908,2025-10-14,549633.11,0.00
PAY-7288,INV-7412,2026-03-17,925740.01,12546.53
PAY-2358,INV-2387,2026-10-09,1352769.26,0.00
PAY-1842,INV-1855,2026-11-15,400047.94,27281.79
PAY-2318,INV-2343,2026-10-18,1635449.56,57061.72
PAY-3484,INV-3549,,1949069.98,13196.96
PAY-6981,INV-7102,2026-06-28,243756.17,0.00
PAY-5515,INV-5621,2026-11-12,1223067.09,11516.77
PAY-2329,INV-2354,,121002.37,4079.16
PAY-1913,INV-1934,2026-02-19,106563.95,16774.90
PAY-4860,INV-4951,2025-08-09,1283264.41,42721.42
PAY-3475,INV-3539,2026-02-10,45004.78,0.00
PAY-5707,INV-5816,,890591.55,
PAY-1576,INV-1589,2025-12-25,1754452.21,50798.45
PAY-5103,INV-5206,2026-03-27,1246074.14,24462.27
PAY-3535,INV-3590,2025-06-28,760960.09,
PAY-4712,INV-4793,2026-01-03,13880.13,714.98
PAY-2868,INV-2895,2025-09-07,186477.23,13888.74
PAY-3049,INV-3085,2026-03-08,1455000.82,16273.11
PAY-2310,INV-2336,2026-01-24,90024.33,14847.73
PAY-4957,INV-5046,29-07-2026,1255974.15,33520.92
PAY-4403,INV-4480,2025-06-04,1892749.97,0.00
PAY-4353,INV-4428,2026-01-11,19853.01,0.00
PAY-2103,INV-2122,2027-01-01,1111641.09,17277.68
PAY-1183,INV-1191,2026-10-25,1653109.32,86580.92
PAY-2549,INV-2569,2025-10-25,326058.51,0.00
PAY-1952,INV-1975,2026-12-25,428230.12,0.00
PAY-2622,INV-2643,2026-04-26,1245505.74,29310.83
PAY-4311,INV-4387,2026-08-19,556693.61,8163.11
PAY-6761,INV-6872,2026-07-01,859989.14,0.00
PAY-3890,INV-3955,2026-04-19,1306290.66,0.00
PAY-2153,INV-2174,2026-08-08,71547.87,0.00
PAY-2679,INV-2698,2026-02-02,862982.11,0.00
PAY-4393,INV-4471,2026-10-25,443564.76,0.00
PAY-4108,INV-4179,2026-05-28,1851094.10,0.00
PAY-2602,INV-2620,2026-01-10,314943.97,9224.51
PAY-4977,INV-5068,2025-10-31,1118426.06,
PAY-4250,INV-4326,2025-08-01,1740935.40,0.00
PAY-4410,INV-4485,2026-03-04,1915880.19,62491.32
PAY-1337,INV-1347,2025-11-05,1284817.54,0.00
PAY-5291,INV-5396,2026-05-23,763477.63,0.00
PAY-1197,INV-1203,2025-11-07,989449.35,0.00
PAY-7278,INV-7403,2025-07-05,1162017.79,61739.98
PAY-4992,INV-5085,2025-09-23,1559613.69,0.00
PAY-6348,INV-6459,2025-10-06,566734.41,
PAY-2278,INV-2302,2026-12-15,721904.32,
PAY-1312,INV-1322,17-05-2026,262450.92,0.00
PAY-1261,INV-1271,2026-02-12,1178537.76,0.00
PAY-4735,INV-4815,2026-02-05,813474.02,0.00
PAY-6059,INV-6170,2025-11-28,163125.62,0.00
PAY-5317,INV-5423,2026-02-10,821516.86,47325.47
PAY-4185,INV-4260,2025-11-23,434970.44,0.00
PAY-1228,INV-1235,2026-01-24,1674185.36,0.00
PAY-7130,INV-7250,2026-09-25,489941.25,0.00
PAY-4357,INV-4433,2026-03-31,140584.15,0.00
PAY-5426,INV-5530,2026-01-24,425765.28,0.00
PAY-6480,INV-6604,2026-10-25,42116.79,0.00
PAY-1995,INV-2023,2025-07-23,1002251.00,0.00
PAY-3901,INV-3966,2025-06-16,285199.82,0.00
PAY-1574,INV-1587,2026-01-13,1510186.27,40941.15
PAY-1037,INV-1040,2027-01-07,1709746.46,39935.54
PAY-2535,INV-2552,2025-10-30,819962.37,0.00
PAY-1217,INV-1224,2026-06-24,1410727.48,
PAY-4994,INV-5088,2025-11-04,1510904.53,0.00
PAY-2683,INV-2703,2026-02-04,198988.09,14473.59
PAY-3102,INV-3137,2026-05-16,1764281.11,0.00
PAY-4054,INV-4119,2026-10-02,585101.75,40144.40
PAY-1745,INV-1757,2026-04-15,,41721.56
PAY-2953,INV-2982,2026-02-04,744490.59,21781.53
PAY-7389,INV-9478,2026-11-08,410547.35,0.00
PAY-1306,INV-1315,2026-09-12,,19095.58
PAY-1401,INV-1412,2027-01-01,1265394.03,0.00
PAY-6188,INV-6300,2026-06-24,758791.00,22179.76
PAY-4683,INV-4764,2027-01-11,350262.26,0.00
PAY-3681,INV-3740,2026-07-27,830277.43,8873.51
PAY-1015,INV-1015,2025-11-18,1494732.72,26146.56
PAY-1528,INV-1534,2025-10-06,168285.70,0.00
PAY-3816,INV-3881,2025-07-09,688586.09,0.00
PAY-3213,INV-3275,2025-10-27,159733.70,0.00
PAY-3523,INV-3579,2025-12-31,765464.14,25322.71
PAY-1672,INV-1687,01-07-2025,769669.37,0.00
PAY-5139,INV-5242,2026-06-15,125687.45,0.00
PAY-5393,INV-5501,2026-03-31,1625380.71,0.00
PAY-4043,INV-4107,2025-12-13,1806470.54,0.00
PAY-1213,INV-1219,2026-01-16,1219182.51,0.00
PAY-1677,INV-1691,2026-07-11,307234.65,1531.12
PAY-3934,INV-3997,2026-10-19,1530901.69,0.00
PAY-4826,INV-4916,2026-08-02,261147.27,0.00
PAY-1573,INV-1585,2025-07-20,770328.37,0.00
PAY-6234,INV-6351,2025-08-01,251749.91,0.00
PAY-1926,INV-1948,2026-07-14,1499851.73,0.00
PAY-3488,INV-3553,2025-07-12,1715701.70,0.00
PAY-4070,INV-4134,2026-09-30,1787737.33,44470.50
PAY-1314,INV-1323,2026-01-05,258544.19,0.00
PAY-1638,INV-1653,2026-03-18,177849.35,0.00
PAY-3935,INV-3998,2025-09-03,1704439.32,0.00
PAY-3591,INV-3652,,1554885.28,0.00
PAY-7156,INV-7278,2026-05-06,379169.14,10344.47
PAY-1940,INV-1961,2026-11-13,259923.90,
PAY-2702,INV-2720,2025-08-13,1147314.69,0.00
PAY-2200,INV-2223,2026-05-23,41681.38,0.00
PAY-1699,INV-1713,2026-05-25,1921653.57,8243.20
PAY-6333,INV-6446,2026-08-05,122152.86,0.00
PAY-4582,INV-4667,2025-11-07,32126.38,0.00
PAY-7143,INV-7265,2025-09-23,371322.28,0.00
PAY-6599,INV-6715,2026-01-28,831177.65,0.00
PAY-1395,INV-1406,2026-07-23,350309.40,7910.67
PAY-1089,INV-1091,2026-02-26,996193.98,0.00
PAY-6986,INV-7107,2025-12-06,1448933.79,0.00
PAY-7405,INV-9310,2026-05-07,58712.10,0.00
PAY-3491,INV-3557,2026-05-09,1803978.19,0.00
PAY-4174,INV-4249,31-07-2025,787446.08,23263.10
PAY-3584,INV-3647,2026-05-02,489890.66,53416.52
PAY-5928,INV-6040,2026-08-16,698091.62,0.00
PAY-5079,INV-5182,2025-05-27,420339.96,0.00
PAY-5911,INV-6026,2025-12-19,56788.49,0.00
PAY-1073,INV-1076,2026-05-06,1070207.17,0.00
PAY-1474,INV-1485,17-01-2026,652896.03,43391.43
PAY-6411,INV-6528,2025-08-11,21531.49,0.00
PAY-1019,INV-1018,2027-01-16,1384572.41,38419.46
PAY-7400,INV-9054,2025-08-10,425509.43,0.00
PAY-1927,INV-1949,2026-03-17,672605.03,0.00
PAY-2976,INV-3009,2026-09-16,1675859.97,0.00
PAY-2684,INV-2703,2026-03-09,352975.49,0.00
PAY-2314,INV-2339,2025-07-01,1152448.00,0.00
PAY-1830,INV-1844,2026-09-12,1811906.69,0.00
PAY-4195,INV-4270,2026-03-16,933358.34,31327.90
PAY-5132,INV-5235,2025-12-29,1345243.82,59053.47
PAY-4973,INV-5062,2026-03-09,1351789.15,0.00
PAY-6275,INV-6391,2026-11-23,405969.94,637.33
PAY-3396,INV-3463,21-08-2026,1700372.33,0.00
PAY-6260,INV-6374,2025-10-13,1582416.16,0.00
PAY-3290,INV-3355,2026-05-26,1304831.58,51755.90
PAY-4231,INV-4309,2026-09-27,1892388.21,4380.74
PAY-4255,INV-4331,2026-10-05,588248.76,0.00
PAY-7404,INV-9414,2026-01-11,361213.19,0.00
PAY-3064,INV-3099,2025-10-01,149437.46,0.00
PAY-6655,INV-6770,2026-04-10,913867.79,19116.42
PAY-2315,INV-2340,2026-02-15,1468649.67,0.00
PAY-1248,INV-1256,2026-07-15,1799905.55,18823.56
PAY-2949,INV-2978,2025-08-23,,0.00
PAY-5372,INV-5479,2025-08-15,1628607.02,60669.24
PAY-5481,INV-5588,2026-03-19,964578.29,37180.38
PAY-6816,INV-6929,2026-01-13,1704647.30,0.00
PAY-3851,INV-3915,2026-08-24,152766.95,0.00
PAY-1452,INV-1464,2026-05-24,409701.33,0.00
PAY-6945,INV-7066,2026-12-14,955636.80,0.00
PAY-2934,INV-2964,2025-12-04,667327.62,0.00
PAY-1181,INV-1189,2025-11-14,970362.42,
PAY-7464,INV-9366,2025-09-05,269567.91,0.00
PAY-2148,INV-2169,2026-04-21,1683802.71,0.00
PAY-6784,INV-6895,2026-08-26,314792.48,0.00
PAY-3428,INV-3493,17-05-2026,1606529.53,
PAY-6465,INV-6586,2026-12-05,661152.65,
PAY-6228,INV-6343,2026-09-12,1932815.96,58836.85
PAY-6486,INV-6608,2026-11-24,65195.12,-513.21
PAY-6270,INV-6384,2026-10-16,79049.78,356.19
PAY-2837,INV-2863,2025-06-29,1543884.36,0.00
PAY-2892,INV-2923,2025-10-24,474099.49,0.00
PAY-4506,INV-4589,2026-03-09,602289.05,0.00
PAY-6864,INV-6979,2026-11-19,1534204.74,0.00
PAY-1826,INV-1840,2026-11-23,685842.21,0.00
PAY-3925,INV-3987,2025-09-13,209185.29,0.00
PAY-4367,INV-4444,2026-08-29,1393985.59,0.00
PAY-5354,INV-5462,2027-01-01,1476568.65,0.00
PAY-6617,INV-6731,2026-12-27,1889430.68,0.00
PAY-5091,INV-5193,2026-12-12,647345.31,15211.14
PAY-7227,INV-7354,2026-06-12,178555.62,0.00
PAY-3059,INV-3095,2026-10-31,197363.19,0.00
PAY-3707,INV-3766,26-07-2025,32117.60,0.00
PAY-3764,INV-3828,2026-01-31,1505919.88,0.00
PAY-3418,INV-3483,2025-08-13,1064460.10,0.00
PAY-6755,INV-6867,2026-09-16,218203.79,15652.65
PAY-5223,INV-5327,21-02-2026,1651687.49,0.00
PAY-6014,INV-6128,2026-02-06,1661544.80,0.00
PAY-6800,INV-6913,2026-05-16,491014.03,0.00
PAY-2447,INV-2464,2026-07-28,436497.60,0.00
PAY-6939,INV-7060,2025-10-24,1511193.04,0.00
PAY-5395,INV-5503,2025-07-08,80675.33,6379.81
PAY-3540,INV-3595,2025-12-11,1788223.85,0.00
PAY-2873,INV-2901,2027-01-13,72798.65,0.00
PAY-4833,INV-4922,2026-04-07,1865985.12,0.00
PAY-6309,INV-6419,2026-04-01,298950.64,4843.34
PAY-6458,INV-6579,2026-06-27,870618.23,51027.94
PAY-5723,INV-5832,2026-03-06,1478733.97,16858.89
PAY-2967,INV-3001,2026-01-20,1205131.05,0.00
PAY-3086,INV-3124,2025-10-07,271409.15,0.00
PAY-1689,INV-1702,2025-06-12,1562307.52,39196.99
PAY-4464,INV-4547,2026-07-09,1580558.14,0.00
PAY-1566,INV-1575,2025-12-18,182589.70,0.00
PAY-4460,INV-4541,2026-03-30,361216.06,0.00
PAY-4925,INV-5013,2026-03-05,1781834.43,92966.56
PAY-7177,INV-7300,2027-02-02,340286.98,
PAY-5459,INV-5565,2026-03-16,91519.81,0.00
PAY-2491,INV-2507,2026-01-22,321975.73,17808.66
PAY-2773,INV-2792,2025-07-28,1811701.85,56999.41
PAY-2388,INV-2415,2025-08-10,1961629.22,26205.80
PAY-4461,INV-4543,2026-01-07,1015428.64,0.00
PAY-2893,INV-2923,05-11-2025,,0.00
PAY-6066,INV-6180,2026-04-30,410259.21,0.00
PAY-3607,INV-3670,2025-10-28,888570.88,0.00
PAY-2528,INV-2545,2026-03-09,995500.70,0.00
PAY-5384,INV-5491,2025-06-09,620473.68,0.00
PAY-3602,INV-3663,2026-10-21,1479275.57,0.00
PAY-3179,INV-3240,2026-08-08,723379.06,0.00
PAY-5437,INV-5542,2026-09-21,370383.67,3815.48
PAY-1615,INV-1628,2025-07-01,326736.62,11117.39
PAY-6140,INV-6249,2025-11-03,454109.04,44164.56
PAY-7053,INV-7175,2026-04-14,547135.21,0.00
PAY-6885,INV-7001,2026-04-24,1589088.32,1966.20
PAY-5631,INV-5736,2025-08-20,567670.34,22724.57
PAY-3224,INV-3285,2025-10-11,1890931.55,3550.03
PAY-4303,INV-4380,2026-05-29,753425.32,885.82
PAY-1336,INV-1346,,12800.68,1026.39
PAY-6883,INV-6999,2025-12-07,261768.09,0.00
PAY-2131,INV-2152,2026-06-09,958691.57,0.00
PAY-3511,INV-3572,2025-07-23,283535.38,0.00
PAY-4030,INV-4096,2025-12-26,862297.70,0.00
PAY-7361,INV-7483,2026-04-30,324410.42,0.00
PAY-2883,INV-2912,2025-12-31,46925.32,
PAY-5730,INV-5841,2025-08-18,124791.12,0.00
PAY-5594,INV-5697,2026-01-03,1701170.48,68492.97
PAY-4623,INV-4712,2026-03-11,452178.65,3847.39
PAY-4465,INV-4548,2025-06-28,283130.88,0.00
PAY-5563,INV-5667,2026-07-17,443310.86,0.00
PAY-6084,INV-6198,2026-06-28,206349.07,0.00
PAY-7309,INV-7433,12-11-2026,16932.82,509.97
PAY-2826,INV-2852,2026-03-24,388554.75,0.00
PAY-3038,INV-3072,2026-03-15,555692.42,13068.54
PAY-3412,INV-3477,2026-06-19,263222.13,0.00
PAY-2706,INV-2723,2026-03-19,658110.83,0.00
PAY-5390,INV-5497,2025-10-29,898996.21,8805.61
PAY-3292,INV-3358,2025-11-01,702147.92,73460.06
PAY-1778,INV-1789,2026-08-23,1694211.23,-199.21
PAY-1124,INV-1131,2025-10-13,678787.44,4284.14
PAY-1775,INV-1786,2025-09-08,1536862.06,0.00
PAY-3675,INV-3733,2026-11-11,1527144.81,0.00
PAY-6461,INV-6582,2026-12-13,232665.70,0.00
PAY-3374,INV-3438,2026-11-30,887682.93,0.00
PAY-4779,INV-4864,23-10-2026,614133.67,0.00
PAY-1601,INV-1614,2025-09-18,703137.94,-416.90
PAY-6539,INV-6660,2026-10-30,356150.15,0.00
PAY-2391,INV-2418,2026-01-17,815437.87,0.00
PAY-7097,INV-7216,2025-07-01,835472.64,0.00
PAY-3369,INV-3432,2025-08-26,1452792.65,46080.29
PAY-5902,INV-6018,2025-07-26,381163.96,47889.36
PAY-1604,INV-1618,2025-12-23,568960.82,0.00
PAY-1400,INV-1411,2026-06-05,533628.45,0.00
PAY-7449,INV-9369,2025-10-25,106429.59,0.00
PAY-4686,INV-4767,2026-10-27,,0.00
PAY-3692,INV-3752,2025-06-10,109794.44,2150.87
PAY-4138,INV-4209,2026-02-16,1699926.90,0.00
PAY-1701,INV-1716,2025-12-31,360424.70,18572.04
PAY-1888,INV-1907,2026-09-24,859415.32,41524.63
PAY-1310,INV-1319,2025-12-26,1911679.15,0.00
PAY-6988,INV-7109,2026-10-14,1239451.35,0.00
PAY-4337,INV-4412,03-07-2025,304935.11,9178.44
PAY-5455,INV-5562,2026-02-03,1010216.76,40197.25
PAY-2577,INV-2595,2025-07-16,485267.63,0.00
PAY-5524,INV-5630,2025-10-05,1335404.54,0.00
PAY-4523,INV-4606,2026-11-24,32444.86,-954.03
PAY-1215,INV-1222,2026-06-24,659716.12,0.00
PAY-6347,INV-6458,2025-07-23,,22983.79
PAY-3805,INV-3869,2026-03-31,1184838.37,59972.20
PAY-6501,INV-6625,2025-07-29,1194195.35,0.00
PAY-4810,INV-4899,27-06-2026,1866683.19,0.00
PAY-6623,INV-6737,2026-11-01,1846083.50,0.00
PAY-4634,INV-4725,2026-05-05,606138.72,0.00
PAY-2623,INV-2644,2026-07-31,1749801.36,0.00
PAY-2060,INV-2080,2026-05-19,183655.18,0.00
PAY-5781,INV-5893,2026-06-28,72369.40,4992.15
PAY-3072,INV-3107,2025-08-02,1667747.82,0.00
PAY-5548,INV-5654,2026-03-14,704728.71,0.00
PAY-7146,INV-7268,2027-01-13,573428.55,28868.44
PAY-3307,INV-3373,2025-06-27,78842.52,0.00
PAY-5333,INV-5440,2025-08-29,438922.01,0.00
PAY-4549,INV-4637,2025-12-27,976425.78,15772.01
PAY-6541,INV-6661,2025-12-13,921909.09,0.00
PAY-1607,INV-1621,2025-08-14,1673933.42,31971.78
PAY-5771,INV-5884,2026-11-13,251627.70,0.00
PAY-2298,INV-2322,2026-03-10,1671641.59,41429.53
PAY-5688,INV-5798,,1570480.30,56266.41
PAY-4412,INV-4487,2025-07-27,896735.33,0.00
PAY-4518,INV-4602,2026-08-27,583324.47,24833.55
PAY-4734,INV-4814,2026-04-22,925838.60,18138.68
PAY-1386,INV-1397,2026-03-31,1600820.61,0.00
PAY-6081,INV-6196,2025-12-16,1587234.92,0.00
PAY-5716,INV-5826,2025-10-17,1445367.40,0.00
PAY-2084,INV-2102,2026-04-03,134247.93,11597.72
PAY-6362,INV-6476,2026-03-12,1827162.04,7035.53
PAY-5015,INV-5110,2026-08-07,463644.39,10585.12
PAY-4257,INV-4334,2026-01-10,1433137.32,23377.68
PAY-6453,INV-6573,2025-06-09,262873.47,13551.52
PAY-7445,INV-9432,2025-06-07,146048.11,0.00
PAY-6660,INV-6776,2026-03-04,715580.32,
PAY-5388,INV-5495,2026-10-08,549057.12,0.00
PAY-2270,INV-2294,2025-11-26,530762.13,0.00
PAY-5124,INV-5225,2026-10-10,1852308.64,0.00
PAY-6031,INV-6144,2026-07-30,1531136.93,0.00
PAY-7294,INV-7416,2026-08-05,,0.00
PAY-4400,INV-4477,2026-05-09,810773.07,0.00
PAY-1253,INV-1261,2026-06-03,1884586.93,60416.63
PAY-5451,INV-5558,2025-09-21,1713595.64,0.00
PAY-4224,INV-4302,2026-10-04,1089807.30,0.00
PAY-1766,INV-1778,2025-12-12,311968.27,0.00
PAY-5658,INV-5766,2026-11-22,719168.22,4672.65
PAY-3468,INV-3532,2025-08-30,1217839.09,56521.42
PAY-1042,INV-1044,2025-09-23,999298.28,7648.24
PAY-6488,INV-6610,2025-06-29,911401.82,0.00
PAY-3043,INV-3079,2026-02-14,858823.46,0.00
PAY-4144,INV-4217,2025-11-10,396249.06,0.00
PAY-4060,INV-4124,2026-10-08,1245533.90,30811.90
PAY-7286,INV-7409,2025-08-02,738369.46,0.00
PAY-3628,INV-3688,2026-12-02,1651473.12,
PAY-2333,INV-2360,,933766.83,25240.13
PAY-2022,INV-2051,2025-09-19,859103.86,0.00
PAY-4827,INV-4917,2026-05-02,1862647.70,55765.43
PAY-7220,INV-7348,2026-11-21,1614319.40,0.00
PAY-5119,INV-5221,2026-02-24,,0.00
PAY-4748,INV-4829,2026-11-22,1433125.89,61579.15
PAY-2448,INV-2464,2026-07-11,633801.33,15367.76
PAY-2435,INV-2455,2026-12-13,621124.73,
PAY-2336,INV-2363,2026-09-16,286485.39,0.00
